iter	RMSE
179	4.796526168
180	4.79305206
181	4.789131968
182	4.785577019
183	4.782608328
184	4.779355848
185	4.777444353
186	4.774010504
187	4.77157703
188	4.766448939
189	4.764500823
190	4.758658154
191	4.755459384
192	4.753261913
193	4.749688496
194	4.747361487
195	4.742870121
196	4.740691612
197	4.737468693
198	4.731492363
199	4.727051967
200	4.723078138
201	4.720041022
202	4.716175048
203	4.714542209
204	4.709467724
205	4.708217382
206	4.706600967
207	4.703697826
208	4.700160477
209	4.698684551
210	4.693059057
211	4.690645837
212	4.687743473
213	4.683755476
214	4.679121228
215	4.67822418
216	4.67635562
217	4.673420087
218	4.671551807
219	4.670249455
220	4.665142124
221	4.662378498
222	4.660135617
223	4.658720293
224	4.653893793
225	4.652289798
226	4.651214356
227	4.649101227
228	4.643538962
229	4.639490406
230	4.63679282
231	4.632533169
232	4.629061361
233	4.628183997
234	4.62544758
235	4.621822624
236	4.614250052
237	4.608133876
238	4.604489382
239	4.603433083
240	4.598979397
241	4.596648733
242	4.59440804
243	4.58891038
244	4.588090036
245	4.586215282
246	4.581251404
247	4.576712593
248	4.57525354
249	4.571805729
250	4.570515476
251	4.568829514
252	4.566842614
253	4.565002265
254	4.563602535
255	4.561787737
256	4.557232895
257	4.553839574
258	4.547200655
259	4.546814796
260	4.541141086
261	4.53738598
262	4.53263333
263	4.530364852
264	4.526573792
265	4.526080685
266	4.525760004
267	4.523318892
268	4.519553864
269	4.51568818
270	4.510612135
271	4.507197374
272	4.505590289
273	4.501672181
274	4.499212011
275	4.493882725
276	4.4879946
277	4.486958303
278	4.486328728
279	4.485694069
280	4.481630134
281	4.481008542
282	4.480732072
283	4.479232563
284	4.477719781
285	4.475406871
286	4.472416014
287	4.466793836
288	4.461837134
289	4.455921693
290	4.45414646
291	4.4489791
292	4.446262484
293	4.441173508
294	4.435339315
295	4.430302194
296	4.427474823
297	4.426417527
298	4.425962801
299	4.424786658
300	4.420659117
301	4.417064707
302	4.412874904
303	4.411523887
304	4.410724802
305	4.407454395
306	4.406323025
307	4.405825795
308	4.401213605
309	4.398201347
310	4.396806368
311	4.391725424
312	4.386561521
313	4.38057953
314	4.377621566
315	4.374648629
316	4.370313123
317	4.365323088
318	4.361002478
319	4.358396217
320	4.35502805
321	4.349837432
322	4.348763129
323	4.343094536
324	4.340153799
325	4.338872955
326	4.335723564
327	4.334075223
328	4.331628708
329	4.328421469
330	4.324800765
331	4.322092607
332	4.317343503
333	4.315011589
334	4.310420563
335	4.308280618
336	4.303499756
337	4.299007441
338	4.294627079
339	4.289445676
340	4.286415123
341	4.283981508
342	4.282432294
343	4.28152537
344	4.276383993
345	4.271356644
346	4.269812212
347	4.266787276
348	4.265431042
349	4.2611591
350	4.258421878
351	4.257504579
352	4.256649843
353	4.254584351
354	4.251953698
355	4.248995731
356	4.247302896
357	4.241863523
358	4.237658947
359	4.23536112
360	4.232266422
361	4.231406379
362	4.22912179
363	4.227928333
364	4.226937947
365	4.225918771
366	4.224270754
367	4.220650897
368	4.215932287
369	4.212943254
370	4.209302688
371	4.207507484
372	4.205417888
373	4.203045561
374	4.202448294
375	4.197743595
376	4.195243854
377	4.192573508
378	4.192328977
379	4.18765296
380	4.186928243
381	4.186346624
382	4.18217059
383	4.178254032
384	4.176152723
385	4.172635599
386	4.170971462
387	4.165828891
388	4.160907898
389	4.156182957
390	4.153640956
391	4.153273311
392	4.148560581
393	4.143262797
394	4.139550283
395	4.134870621
396	4.13330016
397	4.131132747
398	4.129557365
399	4.129235962
400	4.125418418
401	4.122423138
402	4.120414002
403	4.119500342
404	4.11608783
405	4.113778958
406	4.109089632
407	4.106684815
408	4.103177527
409	4.101717005
410	4.097617892
411	4.096733952
412	4.092537992
413	4.092124851
414	4.087896819
415	4.084543635
416	4.084091871
417	4.080686223
418	4.077129152
419	4.074998076
420	4.074788411
421	4.071671581
422	4.069094645
423	4.067937492
424	4.066711904
425	4.062218222
426	4.061075002
427	4.059193305
428	4.056119441
429	4.054210525
430	4.050466046
431	4.04612486
432	4.045267413
433	4.041570005
434	4.037836342
435	4.03763959
436	4.034015657
437	4.032643155
438	4.030072103
439	4.02934077
440	4.026565388
441	4.025136145
442	4.021392385
443	4.02101158
444	4.019902076
445	4.01744359
446	4.013948401
447	4.010386606
448	4.008730282
449	4.005387677
450	4.002880945
451	4.002690096
452	3.998572361
453	3.998274131
454	3.996852992
455	3.992714436
456	3.991937084
457	3.990288426
458	3.988521273
459	3.987091133
460	3.983551695
461	3.982423848
462	3.979450319
463	3.977250796
464	3.976665973
465	3.975418581
466	3.972824174
467	3.97012501
468	3.968850695
469	3.966769154
470	3.963834092
471	3.96365139
472	3.963251014
473	3.960103222
474	3.957101659
475	3.954958881
476	3.952350967
477	3.950863148
478	3.948476376
479	3.946447547
480	3.942933705
481	3.939643596
482	3.936251104
483	3.934718991
484	3.932133734
485	3.930201218
486	3.926735611
487	3.925274068
488	3.924021089
489	3.921299778
490	3.917664054
491	3.915490705
492	3.911170518
493	3.909797587
494	3.909209548
495	3.908237925
496	3.905555587
497	3.904436914
498	3.901195636
499	3.897011222
500	3.894007037
501	3.890004863
502	3.88843366
503	3.884615054
504	3.883939648
505	3.881339144
506	3.880356487
507	3.878567
508	3.877787591
509	3.874505188
510	3.873864044
511	3.870640089
512	3.869272408
513	3.866437504
514	3.862686092
515	3.859312737
516	3.857848778
517	3.855441127
518	3.852735211
519	3.851987255
520	3.848567919
521	3.847248976
522	3.845691077
523	3.843949092
524	3.843794593
525	3.842196548
526	3.837826959
527	3.835643043
528	3.832662676
529	3.829967095
530	3.828064964
531	3.827690419
532	3.825955709
533	3.825409075
534	3.823093147
535	3.822199773
536	3.821654501
537	3.819368848
538	3.816507233
539	3.814360762
540	3.811250991
541	3.808007565
542	3.806547393
543	3.803060743
544	3.800053145
545	3.797661499
546	3.796302976
547	3.794595744
548	3.790683425
549	3.787187058
550	3.785627198
551	3.782457041
552	3.779665786
553	3.778623891
554	3.776032261
555	3.772947053
556	3.769812513
557	3.769152413
558	3.768428969
559	3.763937887
560	3.761644734
561	3.758928745
562	3.755319886
563	3.754229905
564	3.753024882
565	3.749989293
566	3.749139504
567	3.74790585
568	3.746636672
569	3.744923313
570	3.744004294
571	3.743713315
572	3.741783352
573	3.740776132
574	3.738541225
575	3.737589049
576	3.737054743
577	3.73387138
578	3.731003278
579	3.72719341
580	3.726088548
581	3.723660929
582	3.720818838
583	3.720568702
584	3.716551733
585	3.714989101
586	3.710810905
587	3.707103486
588	3.70487262
589	3.701275065
590	3.700478702
591	3.697427046
592	3.696328263
593	3.694752168
594	3.691694481
595	3.689397692
596	3.687273405
597	3.68673256
598	3.685174926
599	3.684906084
600	3.684546857
601	3.680129988
602	3.67934502
603	3.676588963
604	3.674179149
605	3.671950613
606	3.669074463
607	3.666407825
608	3.665399832
609	3.664219279
610	3.660527665
611	3.660050845
612	3.657371781
613	3.654924348
614	3.652523849
615	3.649152611
616	3.646148138
617	3.644268113
618	3.641889355
619	3.640456802
620	3.63661941
621	3.634725871
622	3.631458344
623	3.628850985
624	3.62847556
625	3.625014266
626	3.623981746
627	3.623024595
628	3.620956025
629	3.619434355
630	3.618502444
631	3.616392087
632	3.614217846
633	3.612497848
634	3.611641883
635	3.609149275
636	3.60704893
637	3.606742643
638	3.604276746
639	3.602713775
640	3.602005154
641	3.597473833
642	3.594616558
643	3.593156325
644	3.590349741
645	3.587928224
646	3.584476824
647	3.580431978
648	3.577711158
649	3.573601648
650	3.571606909
651	3.571049122
652	3.567621066
653	3.566480968
654	3.564275929
655	3.562138941
656	3.557791128
657	3.556123954
658	3.55523418
659	3.553545187
660	3.551901707
661	3.551346247
662	3.547439595
663	3.545960002
664	3.54425358
665	3.541210427
666	3.536363781
667	3.535383715
668	3.533811465
669	3.533395495
670	3.530757463
671	3.527162182
672	3.525518393
673	3.524184623
674	3.523748558
675	3.519729554
676	3.519385909
677	3.518459698
678	3.517901369
679	3.514972247
680	3.514423962
681	3.5133591
682	3.513257744
683	3.511572876
684	3.508554326
685	3.506357919
686	3.503933537
687	3.501886262
688	3.499796429
689	3.4973899
690	3.497085322
691	3.496658236
692	3.493676395
693	3.493447748
694	3.489647267
695	3.487248403
696	3.486229452
697	3.484643296
698	3.484390131
699	3.482674285
700	3.479626022
701	3.479260789
702	3.477748312
703	3.476728748
704	3.475389913
705	3.472200094
706	3.470240076
707	3.466455007
708	3.463696526
709	3.461428892
710	3.45862975
711	3.45764198
712	3.456546718
713	3.453989541
714	3.451855081
715	3.449846104
716	3.446739288
717	3.443114667
718	3.441085055
719	3.439767319
720	3.437354428
721	3.43532012
722	3.434013047
723	3.432235678
724	3.43121487
725	3.430981799
726	3.42945243
727	3.427524515
728	3.427428932
729	3.425982016
730	3.423921419
731	3.423285393
732	3.423215276
733	3.420794617
734	3.418779743
735	3.416582513
736	3.414560334
737	3.413580457
738	3.408303009
739	3.408215153
740	3.405729036
741	3.404513298
742	3.401679018
743	3.399651138
744	3.399567631
745	3.398894199
746	3.397948388
747	3.395884747
748	3.393579381
749	3.393103295
750	3.391328203
751	3.389523934
752	3.384428572
753	3.384293246
754	3.382807747
755	3.382619444
756	3.381133118
757	3.380398369
758	3.375423702
759	3.373300431
760	3.369804318
761	3.369656013
762	3.368759684
763	3.366664678
764	3.36557279
765	3.364315935
766	3.361576583
767	3.358318081
768	3.356747478
769	3.354460908
770	3.353186799
771	3.350235404
772	3.348550293
773	3.346396597
774	3.344439689
775	3.344244922
776	3.343445145
777	3.339825785
778	3.339762132
779	3.338320634
780	3.336502272
781	3.336100082
782	3.335843512
783	3.334656549
784	3.332656214
785	3.332435251
786	3.332224397
787	3.330591707
788	3.33036607
789	3.330203312
790	3.328730641
791	3.327758719
792	3.325737563
793	3.324535704
794	3.321922334
795	3.320986849
796	3.318306315
797	3.315007229
798	3.313060505
799	3.311157828
800	3.309494916
801	3.307721826
802	3.306523065
803	3.306351679
804	3.304231629
805	3.302733457
806	3.300383273
807	3.297813917
808	3.295012503
809	3.291775893
810	3.290456831
811	3.289096497
812	3.286847873
813	3.284566559
814	3.28230974
815	3.280266609
816	3.279445415
817	3.278625082
818	3.277807062
819	3.276306935
820	3.274247161
821	3.271595343
822	3.270206149
823	3.268983313
824	3.268159958
825	3.268016907
826	3.266440905
827	3.26568438
828	3.264123403
829	3.262886668
830	3.262207866
831	3.26131857
832	3.259223709
833	3.257914262
834	3.25734563
835	3.256196981
836	3.253754979
837	3.251874028
838	3.250230935
839	3.248102279
840	3.247971445
841	3.247187842
842	3.245185309
843	3.241866623
844	3.238606948
845	3.237192681
846	3.236641768
847	3.23488745
848	3.232547947
849	3.229309768
850	3.2283193
851	3.224135482
852	3.223550173
853	3.221606451
854	3.221088464
855	3.219696753
856	3.217886194
857	3.215949361
858	3.214120057
859	3.213115345
860	3.212957985
861	3.210696716
862	3.208384801
863	3.208101001
864	3.205893256
865	3.203557225
866	3.201825339
867	3.201770192
868	3.199987508
869	3.199769377
870	3.199474344
871	3.197733799
872	3.196965847
873	3.196557222
874	3.193695353
875	3.191668956
876	3.188808601
877	3.188199517
878	3.186210466
879	3.184438487
880	3.180325329
881	3.179147525
882	3.177396915
883	3.17494268
884	3.174670145
885	3.172337397
886	3.171250941
887	3.169795518
888	3.166650169
889	3.165244464
890	3.162086571
891	3.161614064
892	3.159619866
893	3.159363071
894	3.157653151
895	3.154786591
896	3.152656253
897	3.152222849
898	3.15118439
899	3.149646912
900	3.149314047
901	3.14881623
902	3.147487709
903	3.145220106
904	3.143897327
905	3.141914334
906	3.14025413
907	3.139460832
908	3.136883785
909	3.136183863
910	3.132759336
911	3.130905942
912	3.130376259
913	3.130008272
914	3.12880484
915	3.126855481
916	3.123509566
917	3.121763716
918	3.120599245
919	3.120362957
920	3.118433148
921	3.118173677
922	3.117576664
923	3.117186983
924	3.116112329
925	3.114295081
926	3.11230804
927	3.110674744
928	3.109640766
929	3.108577133
930	3.106205292
931	3.105369075
932	3.103839597
933	3.102886054
934	3.102757445
935	3.099594289
936	3.098604907
937	3.095960125
938	3.092902547
939	3.090613396
940	3.088408242
941	3.087661614
942	3.085536186
943	3.085242114
944	3.084955871
945	3.084265773
946	3.082839769
947	3.081690205
948	3.081024157
949	3.078972024
950	3.077414221
951	3.075743079
952	3.074261362
953	3.072736373
954	3.072565673
955	3.069726009
956	3.068453718
957	3.06777277
958	3.066630339
959	3.065745362
960	3.064944508
961	3.063215467
962	3.062283866
963	3.060095085
964	3.059009857
965	3.057038598
966	3.054888355
967	3.053442402
968	3.052732262
969	3.049027284
970	3.046524768
971	3.043479118
972	3.04158282
973	3.03880511
974	3.037891904
975	3.036802544
976	3.035810059
977	3.03464393
978	3.033535491
979	3.031423588
980	3.029257966
981	3.027444559
982	3.025046959
983	3.021874765
984	3.021549194
985	3.019961355
986	3.018445875
987	3.014049214
988	3.011505332
989	3.011328944
990	3.008744712
991	3.008125567
992	3.006810961
993	3.005463186
994	3.005325853
995	3.002339885
996	3.001995509
997	2.999768108
998	2.999559934
999	2.996569692
